fold name	freq	top1	top5	top10	top15	top20
b.120	1	0.0	0.0	0.0	0.0	0.0
a.30	16	0.0	0.0	0.0625	0.1875	0.375
a.31	3	0.0	0.0	0.0	0.0	0.0
a.32	4	0.0	0.0	0.0	0.0	0.0
a.33	2	0.0	0.0	0.0	0.0	0.0
a.34	9	0.0	0.444444444444	0.666666666667	0.666666666667	0.666666666667
a.35	48	0.125	0.375	0.520833333333	0.645833333333	0.791666666667
a.36	5	0.0	0.4	0.4	0.4	0.6
a.37	2	0.0	0.0	0.0	0.5	0.5
g.58	1	0.0	0.0	0.0	0.0	0.0
g.59	2	0.0	0.0	0.0	0.0	0.0
a.273	1	0.0	0.0	0.0	0.0	0.0
g.50	24	0.333333333333	0.666666666667	0.833333333333	0.916666666667	0.916666666667
g.51	2	1.0	1.0	1.0	1.0	1.0
g.52	16	0.875	1.0	1.0	1.0	1.0
g.53	3	1.0	1.0	1.0	1.0	1.0
g.54	2	0.0	1.0	1.0	1.0	1.0
g.55	1	0.0	0.0	0.0	0.0	0.0
d.42	14	0.714285714286	0.857142857143	0.857142857143	0.857142857143	0.857142857143
d.43	6	0.5	0.5	0.5	0.5	0.666666666667
d.40	8	0.0	0.0	0.25	0.5	0.5
d.41	30	0.266666666667	0.566666666667	0.766666666667	0.866666666667	0.866666666667
d.47	5	0.0	0.2	0.8	1.0	1.0
d.44	21	0.904761904762	0.952380952381	1.0	1.0	1.0
d.45	4	0.0	0.25	0.25	0.25	0.25
a.266	3	0.333333333333	0.666666666667	1.0	1.0	1.0
a.267	1	0.0	0.0	0.0	0.0	0.0
d.48	4	0.25	0.5	0.75	0.75	0.75
d.49	4	0.75	1.0	1.0	1.0	1.0
a.262	1	0.0	1.0	1.0	1.0	1.0
a.263	1	0.0	1.0	1.0	1.0	1.0
a.260	2	0.5	0.5	0.5	0.5	0.5
a.261	2	0.0	0.0	0.5	0.5	0.5
e.1	19	0.631578947368	0.894736842105	0.947368421053	0.947368421053	0.947368421053
e.2	1	0.0	0.0	0.0	0.0	0.0
e.3	43	0.604651162791	0.790697674419	0.883720930233	0.93023255814	0.93023255814
e.5	10	0.8	0.9	0.9	0.9	1.0
e.6	14	0.428571428571	0.642857142857	0.928571428571	0.928571428571	0.928571428571
e.7	14	0.785714285714	0.928571428571	0.928571428571	1.0	1.0
e.8	38	0.368421052632	0.684210526316	0.868421052632	0.921052631579	0.947368421053
d.370	2	1.0	1.0	1.0	1.0	1.0
a.287	2	0.5	0.5	1.0	1.0	1.0
d.377	1	0.0	0.0	0.0	0.0	0.0
d.182	1	1.0	1.0	1.0	1.0	1.0
d.183	1	0.0	0.0	0.0	0.0	0.0
d.180	1	0.0	0.0	0.0	0.0	0.0
d.181	4	0.0	0.25	0.25	0.5	1.0
d.186	2	0.0	0.0	0.0	0.5	0.5
d.187	1	0.0	0.0	0.0	1.0	1.0
d.184	5	0.0	0.4	0.6	0.6	0.6
d.185	28	0.25	0.571428571429	0.714285714286	0.821428571429	0.892857142857
d.188	4	0.5	1.0	1.0	1.0	1.0
d.189	6	0.666666666667	0.833333333333	0.833333333333	0.833333333333	1.0
f.55	2	1.0	1.0	1.0	1.0	1.0
d.212	5	0.2	0.2	0.6	0.6	0.6
b.78	11	0.818181818182	0.909090909091	0.909090909091	1.0	1.0
d.210	3	0.0	0.666666666667	0.666666666667	1.0	1.0
d.211	22	0.454545454545	0.545454545455	0.727272727273	0.772727272727	0.772727272727
d.216	1	0.0	0.0	0.0	0.0	0.0
d.217	4	0.0	0.75	1.0	1.0	1.0
d.214	1	0.0	0.0	1.0	1.0	1.0
d.215	2	0.0	0.0	0.0	0.0	0.5
b.71	56	0.267857142857	0.446428571429	0.535714285714	0.642857142857	0.678571428571
b.70	11	0.818181818182	1.0	1.0	1.0	1.0
b.73	1	0.0	0.0	0.0	0.0	0.0
b.72	27	0.0	0.0	0.0	0.0	0.0
b.75	2	0.5	1.0	1.0	1.0	1.0
b.74	10	0.4	0.5	0.5	0.6	0.6
b.77	11	0.181818181818	0.545454545455	0.818181818182	0.818181818182	0.909090909091
b.76	6	0.666666666667	0.833333333333	1.0	1.0	1.0
a.194	9	0.0	0.0	0.111111111111	0.333333333333	0.333333333333
a.195	3	0.0	0.333333333333	0.666666666667	1.0	1.0
a.196	1	0.0	1.0	1.0	1.0	1.0
a.190	3	0.0	0.0	0.0	0.0	0.0
a.191	1	0.0	1.0	1.0	1.0	1.0
a.192	1	0.0	0.0	0.0	0.0	1.0
a.193	2	0.0	0.0	0.5	0.5	0.5
a.218	1	0.0	0.0	0.0	0.0	0.0
a.198	1	1.0	1.0	1.0	1.0	1.0
a.199	1	0.0	0.0	0.0	0.0	0.0
b.97	4	0.25	1.0	1.0	1.0	1.0
a.217	5	0.0	0.0	0.2	0.2	0.2
b.95	1	0.0	1.0	1.0	1.0	1.0
b.94	1	0.0	0.0	1.0	1.0	1.0
b.93	2	0.0	0.0	0.0	0.0	0.0
b.92	33	0.363636363636	0.818181818182	0.909090909091	0.939393939394	0.939393939394
b.91	4	0.25	0.75	0.75	1.0	1.0
b.90	1	0.0	1.0	1.0	1.0	1.0
d.336	1	0.0	0.0	0.0	0.0	0.0
b.98	1	1.0	1.0	1.0	1.0	1.0
c.129	7	0.0	0.142857142857	0.285714285714	0.285714285714	0.428571428571
c.128	1	0.0	0.0	0.0	0.0	0.0
c.127	1	0.0	1.0	1.0	1.0	1.0
c.126	1	1.0	1.0	1.0	1.0	1.0
c.125	1	0.0	0.0	1.0	1.0	1.0
c.124	33	0.454545454545	0.787878787879	0.878787878788	0.878787878788	0.878787878788
c.123	4	0.75	0.75	1.0	1.0	1.0
c.122	3	0.0	0.0	1.0	1.0	1.0
c.121	3	0.333333333333	0.333333333333	1.0	1.0	1.0
c.120	15	0.133333333333	0.266666666667	0.466666666667	0.6	0.666666666667
d.137	5	0.0	0.4	0.4	0.6	0.6
d.136	13	0.153846153846	0.384615384615	0.461538461538	0.538461538462	0.538461538462
d.135	1	0.0	0.0	0.0	0.0	0.0
d.134	10	0.5	0.7	0.7	0.7	0.7
d.133	8	0.875	1.0	1.0	1.0	1.0
d.330	1	0.0	1.0	1.0	1.0	1.0
d.131	24	0.541666666667	0.875	0.875	0.875	0.916666666667
d.130	9	0.555555555556	0.666666666667	0.888888888889	1.0	1.0
f.58	5	0.8	1.0	1.0	1.0	1.0
d.139	8	0.25	0.5	0.625	0.75	0.75
f.31	1	0.0	0.0	0.0	0.0	0.0
f.30	1	0.0	0.0	0.0	0.0	0.0
f.33	1	0.0	1.0	1.0	1.0	1.0
f.32	6	0.833333333333	1.0	1.0	1.0	1.0
f.35	2	0.0	0.5	0.5	1.0	1.0
f.34	1	0.0	1.0	1.0	1.0	1.0
f.37	3	0.0	0.666666666667	1.0	1.0	1.0
f.36	4	1.0	1.0	1.0	1.0	1.0
f.39	1	1.0	1.0	1.0	1.0	1.0
f.38	2	0.5	1.0	1.0	1.0	1.0
a.270	1	0.0	1.0	1.0	1.0	1.0
c.72	34	0.352941176471	0.647058823529	0.852941176471	0.852941176471	0.911764705882
c.73	16	0.25	0.625	0.875	0.9375	1.0
c.70	4	0.0	0.0	0.75	0.75	0.75
c.71	15	0.2	0.533333333333	0.6	0.6	0.6
c.76	10	0.1	0.2	0.5	0.6	0.8
c.77	22	0.181818181818	0.454545454545	0.818181818182	0.863636363636	0.863636363636
c.74	6	0.166666666667	0.333333333333	0.5	0.5	1.0
c.78	27	0.259259259259	0.592592592593	0.703703703704	0.740740740741	0.740740740741
c.79	22	0.272727272727	0.772727272727	0.954545454545	0.954545454545	0.954545454545
a.169	2	0.0	0.5	0.5	0.5	0.5
a.168	3	0.0	0.333333333333	1.0	1.0	1.0
a.147	1	0.0	0.0	0.0	0.0	0.0
b.128	1	1.0	1.0	1.0	1.0	1.0
b.129	7	0.0	0.0	0.0	0.0	0.0
a.161	3	0.0	0.333333333333	0.333333333333	0.333333333333	0.333333333333
b.127	1	0.0	1.0	1.0	1.0	1.0
a.163	1	1.0	1.0	1.0	1.0	1.0
b.125	3	0.0	0.0	0.333333333333	0.333333333333	0.333333333333
b.122	39	0.0769230769231	0.384615384615	0.487179487179	0.641025641026	0.74358974359
a.164	2	0.0	0.0	0.0	0.0	0.0
a.184	4	0.0	0.0	0.0	0.0	0.25
b.121	140	0.5	0.907142857143	0.942857142857	0.964285714286	0.992857142857
a.146	2	0.0	0.0	0.5	1.0	1.0
g.98	3	0.0	0.0	0.0	0.0	0.0
g.99	2	0.0	0.0	0.0	0.0	0.0
g.94	2	0.0	0.0	0.0	0.0	0.0
g.95	1	0.0	0.0	0.0	0.0	0.0
a.272	1	0.0	0.0	0.0	0.0	0.0
g.90	1	0.0	0.0	0.0	0.0	0.0
g.91	2	0.0	0.0	0.0	0.0	0.0
g.92	1	1.0	1.0	1.0	1.0	1.0
g.93	1	0.0	0.0	0.0	1.0	1.0
f.44	1	1.0	1.0	1.0	1.0	1.0
a.223	3	0.333333333333	0.666666666667	0.666666666667	0.666666666667	0.666666666667
f.46	1	1.0	1.0	1.0	1.0	1.0
f.47	1	1.0	1.0	1.0	1.0	1.0
b.144	1	0.0	0.0	0.0	0.0	0.0
f.41	1	0.0	0.0	0.0	1.0	1.0
f.42	1	0.0	0.0	0.0	0.0	0.0
f.43	1	1.0	1.0	1.0	1.0	1.0
a.228	1	1.0	1.0	1.0	1.0	1.0
a.229	1	0.0	0.0	0.0	1.0	1.0
f.48	1	0.0	0.0	0.0	0.0	0.0
f.49	1	0.0	1.0	1.0	1.0	1.0
a.89	6	0.333333333333	0.666666666667	0.666666666667	0.666666666667	0.666666666667
a.88	1	1.0	1.0	1.0	1.0	1.0
d.291	1	0.0	0.0	1.0	1.0	1.0
a.81	2	1.0	1.0	1.0	1.0	1.0
a.80	14	0.0714285714286	0.285714285714	0.5	0.642857142857	0.714285714286
a.83	8	0.375	0.875	0.875	0.875	0.875
a.85	2	0.0	0.5	1.0	1.0	1.0
a.84	1	0.0	0.0	0.0	0.0	1.0
a.87	10	0.3	0.7	0.7	0.8	0.9
a.86	5	0.4	0.6	0.6	0.6	0.8
d.245	2	1.0	1.0	1.0	1.0	1.0
d.244	1	1.0	1.0	1.0	1.0	1.0
c.153	1	0.0	0.0	0.0	0.0	1.0
b.118	3	0.0	0.333333333333	0.333333333333	0.666666666667	0.666666666667
d.380	1	0.0	0.0	0.0	1.0	1.0
a.66	6	0.333333333333	0.666666666667	0.833333333333	0.833333333333	0.833333333333
a.65	18	0.0	0.388888888889	0.666666666667	0.777777777778	0.888888888889
a.64	7	0.0	0.285714285714	0.428571428571	0.571428571429	1.0
a.63	2	0.0	0.0	0.5	1.0	1.0
d.202	2	0.5	0.5	0.5	0.5	0.5
a.61	11	0.545454545455	0.909090909091	0.909090909091	1.0	1.0
a.60	99	0.151515151515	0.535353535354	0.737373737374	0.828282828283	0.888888888889
d.263	1	1.0	1.0	1.0	1.0	1.0
d.241	5	0.6	0.8	0.8	0.8	1.0
d.261	1	1.0	1.0	1.0	1.0	1.0
d.260	1	1.0	1.0	1.0	1.0	1.0
d.267	1	0.0	0.0	0.0	0.0	0.0
d.193	3	0.0	0.0	0.333333333333	0.666666666667	0.666666666667
d.265	11	0.0909090909091	0.545454545455	0.636363636364	0.727272727273	0.818181818182
a.68	1	1.0	1.0	1.0	1.0	1.0
e.41	1	1.0	1.0	1.0	1.0	1.0
e.40	2	0.0	0.0	0.0	0.0	0.0
e.43	2	0.0	0.0	0.0	0.0	0.0
d.192	1	1.0	1.0	1.0	1.0	1.0
e.45	1	0.0	0.0	1.0	1.0	1.0
e.44	1	0.0	0.0	1.0	1.0	1.0
e.47	1	1.0	1.0	1.0	1.0	1.0
e.46	1	0.0	1.0	1.0	1.0	1.0
e.49	1	1.0	1.0	1.0	1.0	1.0
e.48	1	0.0	0.0	0.0	0.0	1.0
d.242	1	0.0	1.0	1.0	1.0	1.0
d.194	7	0.428571428571	0.571428571429	0.714285714286	0.714285714286	0.857142857143
f.7	3	0.333333333333	0.666666666667	0.666666666667	0.666666666667	0.666666666667
f.6	5	0.2	0.8	0.8	1.0	1.0
f.5	2	0.0	0.5	1.0	1.0	1.0
f.4	26	0.846153846154	0.961538461538	0.961538461538	0.961538461538	0.961538461538
f.3	8	0.0	0.0	0.375	0.375	0.375
a.292	2	0.0	0.0	0.0	0.0	0.0
f.1	25	0.44	0.64	0.8	0.92	0.96
a.290	1	0.0	0.0	0.0	0.0	0.0
e.15	2	1.0	1.0	1.0	1.0	1.0
f.9	1	0.0	1.0	1.0	1.0	1.0
f.8	2	0.5	1.0	1.0	1.0	1.0
d.319	1	0.0	0.0	1.0	1.0	1.0
d.318	1	0.0	0.0	1.0	1.0	1.0
d.317	1	0.0	0.0	1.0	1.0	1.0
d.37	27	0.333333333333	0.703703703704	0.814814814815	0.851851851852	0.888888888889
d.315	1	0.0	0.0	0.0	0.0	0.0
d.314	2	0.5	1.0	1.0	1.0	1.0
d.313	1	0.0	1.0	1.0	1.0	1.0
d.312	1	0.0	0.0	0.0	0.0	0.0
a.220	1	0.0	1.0	1.0	1.0	1.0
d.310	5	0.2	0.2	0.2	0.4	0.4
b.105	3	0.0	0.333333333333	0.666666666667	1.0	1.0
d.168	8	0.25	0.375	0.625	0.625	0.625
d.169	78	0.846153846154	0.935897435897	0.974358974359	0.987179487179	1.0
d.164	1	0.0	0.0	0.0	0.0	1.0
d.165	25	0.76	0.92	0.96	0.96	0.96
d.166	23	0.347826086957	0.652173913043	0.739130434783	0.739130434783	0.913043478261
d.167	11	0.0	0.0	0.0	0.0	0.0909090909091
d.160	4	0.5	0.75	1.0	1.0	1.0
d.161	7	0.0	0.142857142857	0.714285714286	0.857142857143	0.857142857143
d.162	33	0.0909090909091	0.30303030303	0.393939393939	0.515151515152	0.545454545455
d.163	10	0.3	0.6	0.7	0.8	0.9
d.36	1	0.0	0.0	0.0	1.0	1.0
d.379	3	0.333333333333	0.666666666667	1.0	1.0	1.0
a.221	1	0.0	0.0	1.0	1.0	1.0
d.207	1	0.0	1.0	1.0	1.0	1.0
e.34	1	0.0	0.0	0.0	0.0	0.0
d.201	3	1.0	1.0	1.0	1.0	1.0
e.37	2	1.0	1.0	1.0	1.0	1.0
e.32	2	1.0	1.0	1.0	1.0	1.0
d.200	1	1.0	1.0	1.0	1.0	1.0
d.238	1	0.0	0.0	0.0	1.0	1.0
e.38	3	0.333333333333	0.666666666667	0.666666666667	0.666666666667	1.0
d.203	2	1.0	1.0	1.0	1.0	1.0
b.40	216	0.462962962963	0.851851851852	0.935185185185	0.972222222222	0.99537037037
b.41	6	0.166666666667	0.333333333333	0.333333333333	0.333333333333	0.666666666667
b.42	78	0.384615384615	0.820512820513	0.948717948718	0.974358974359	0.987179487179
b.43	60	0.333333333333	0.8	0.883333333333	0.95	0.966666666667
b.44	16	0.125	0.875	0.9375	0.9375	1.0
b.45	34	0.205882352941	0.352941176471	0.588235294118	0.705882352941	0.823529411765
b.46	6	0.5	0.5	0.5	0.666666666667	0.666666666667
b.47	115	0.747826086957	0.921739130435	0.982608695652	0.982608695652	0.982608695652
b.48	1	0.0	0.0	0.0	1.0	1.0
b.49	26	0.115384615385	0.5	0.769230769231	0.769230769231	0.884615384615
a.226	1	1.0	1.0	1.0	1.0	1.0
d.206	2	0.5	0.5	0.5	0.5	0.5
c.36	46	0.108695652174	0.434782608696	0.630434782609	0.695652173913	0.760869565217
c.37	421	0.86460807601	0.947743467933	0.973871733967	0.980997624703	0.995249406176
c.34	5	0.0	0.0	0.0	0.6	0.6
d.376	1	1.0	1.0	1.0	1.0	1.0
c.32	7	0.857142857143	1.0	1.0	1.0	1.0
d.3	86	0.383720930233	0.616279069767	0.709302325581	0.779069767442	0.813953488372
c.30	22	0.454545454545	0.772727272727	0.909090909091	0.909090909091	1.0
c.31	25	0.08	0.52	0.76	0.76	0.76
d.2	50	0.44	0.76	0.82	0.86	0.92
c.38	2	0.0	0.5	0.5	1.0	1.0
c.39	2	0.0	0.5	1.0	1.0	1.0
b.162	1	0.0	0.0	0.0	0.0	1.0
d.209	1	1.0	1.0	1.0	1.0	1.0
b.160	2	1.0	1.0	1.0	1.0	1.0
b.161	1	1.0	1.0	1.0	1.0	1.0
b.166	1	0.0	1.0	1.0	1.0	1.0
b.167	3	1.0	1.0	1.0	1.0	1.0
b.164	1	0.0	0.0	0.0	0.0	1.0
d.208	2	0.0	0.0	0.0	0.5	0.5
d.386	13	0.0	0.0	0.0	0.0	0.0
b.168	1	1.0	1.0	1.0	1.0	1.0
b.169	4	0.25	0.25	0.5	0.5	0.75
e.42	1	1.0	1.0	1.0	1.0	1.0
b.171	3	0.0	0.333333333333	0.666666666667	0.666666666667	0.666666666667
e.65	1	0.0	1.0	1.0	1.0	1.0
b.170	2	0.0	0.0	0.0	0.5	0.5
d.9	41	0.219512195122	0.829268292683	0.90243902439	0.951219512195	0.951219512195
b.173	1	0.0	0.0	0.0	0.0	0.0
d.8	3	1.0	1.0	1.0	1.0	1.0
c.83	3	1.0	1.0	1.0	1.0	1.0
c.82	15	0.733333333333	0.933333333333	0.933333333333	1.0	1.0
c.81	12	0.833333333333	0.833333333333	0.916666666667	1.0	1.0
c.80	17	0.352941176471	0.823529411765	0.941176470588	1.0	1.0
c.87	25	0.44	0.88	0.92	0.92	0.96
c.86	9	0.222222222222	0.888888888889	0.888888888889	1.0	1.0
c.85	2	1.0	1.0	1.0	1.0	1.0
c.84	9	0.666666666667	0.666666666667	0.777777777778	0.777777777778	0.888888888889
b.175	1	0.0	0.0	0.0	0.0	0.0
c.89	3	0.333333333333	0.666666666667	0.666666666667	0.666666666667	0.666666666667
c.88	8	0.75	0.875	0.875	0.875	0.875
b.124	3	1.0	1.0	1.0	1.0	1.0
b.174	1	0.0	0.0	0.0	0.0	0.0
a.162	2	0.0	1.0	1.0	1.0	1.0
b.177	1	0.0	1.0	1.0	1.0	1.0
b.178	1	1.0	1.0	1.0	1.0	1.0
a.165	2	0.0	0.0	0.5	1.0	1.0
b.176	1	0.0	0.0	1.0	1.0	1.0
b.123	1	1.0	1.0	1.0	1.0	1.0
a.4	440	0.711363636364	0.95	0.977272727273	0.986363636364	0.993181818182
a.5	58	0.0172413793103	0.258620689655	0.5	0.620689655172	0.758620689655
a.6	15	0.266666666667	0.4	0.6	0.666666666667	0.733333333333
a.7	55	0.418181818182	0.854545454545	0.927272727273	0.963636363636	0.963636363636
a.225	1	0.0	0.0	0.0	0.0	0.0
a.1	115	0.130434782609	0.617391304348	0.860869565217	0.930434782609	0.95652173913
a.2	72	0.25	0.722222222222	0.888888888889	0.930555555556	0.972222222222
a.3	79	0.911392405063	0.987341772152	1.0	1.0	1.0
a.166	1	0.0	0.0	0.0	0.0	0.0
a.8	32	0.125	0.5625	0.75	0.84375	0.90625
a.9	4	0.0	0.0	0.0	0.0	0.25
a.136	2	0.5	0.5	0.5	0.5	0.5
a.137	23	0.260869565217	0.391304347826	0.782608695652	0.826086956522	0.913043478261
a.134	2	0.0	0.0	1.0	1.0	1.0
a.135	1	1.0	1.0	1.0	1.0	1.0
a.132	18	0.444444444444	0.833333333333	0.944444444444	0.944444444444	1.0
a.133	48	0.958333333333	1.0	1.0	1.0	1.0
a.130	7	0.142857142857	0.285714285714	0.714285714286	0.714285714286	0.857142857143
a.131	2	0.0	0.0	0.0	0.0	0.5
d.190	12	0.0	0.0833333333333	0.0833333333333	0.166666666667	0.25
d.383	1	1.0	1.0	1.0	1.0	1.0
d.333	1	0.0	0.0	0.0	1.0	1.0
a.138	32	0.90625	0.96875	0.96875	1.0	1.0
a.139	4	0.0	0.25	0.25	0.5	0.5
d.332	1	1.0	1.0	1.0	1.0	1.0
d.335	1	1.0	1.0	1.0	1.0	1.0
d.334	1	0.0	0.0	1.0	1.0	1.0
a.280	3	0.666666666667	0.666666666667	0.666666666667	1.0	1.0
a.29	46	0.260869565217	0.565217391304	0.869565217391	0.913043478261	0.95652173913
a.28	21	0.0952380952381	0.571428571429	0.666666666667	0.761904761905	0.857142857143
d.337	1	0.0	1.0	1.0	1.0	1.0
a.281	4	0.25	0.75	0.75	1.0	1.0
a.23	9	0.0	0.111111111111	0.222222222222	0.333333333333	0.444444444444
a.22	46	0.369565217391	0.608695652174	0.673913043478	0.760869565217	0.847826086957
a.21	18	0.666666666667	0.833333333333	1.0	1.0	1.0
a.20	6	0.0	0.0	0.5	0.666666666667	0.833333333333
a.27	12	0.0	0.0833333333333	0.5	0.75	0.75
a.26	46	0.521739130435	0.913043478261	0.95652173913	0.978260869565	0.978260869565
a.25	76	0.289473684211	0.605263157895	0.75	0.868421052632	0.881578947368
a.24	95	0.631578947368	0.926315789474	0.978947368421	1.0	1.0
d.339	1	1.0	1.0	1.0	1.0	1.0
g.49	8	0.125	0.75	0.875	0.875	1.0
g.48	1	0.0	0.0	0.0	1.0	1.0
d.338	1	0.0	0.0	1.0	1.0	1.0
g.43	7	0.0	0.0	0.142857142857	0.142857142857	0.142857142857
g.42	3	0.0	0.0	0.0	0.0	0.0
g.41	82	0.353658536585	0.69512195122	0.817073170732	0.841463414634	0.890243902439
g.40	9	0.0	0.0	0.111111111111	0.222222222222	0.222222222222
g.47	1	0.0	0.0	0.0	0.0	0.0
g.46	21	0.761904761905	1.0	1.0	1.0	1.0
g.45	2	1.0	1.0	1.0	1.0	1.0
g.44	29	0.448275862069	0.793103448276	0.896551724138	0.931034482759	0.931034482759
b.148	3	0.333333333333	1.0	1.0	1.0	1.0
a.259	1	0.0	1.0	1.0	1.0	1.0
a.258	1	0.0	0.0	0.0	1.0	1.0
d.59	4	0.0	0.0	0.0	0.0	0.0
d.58	478	0.585774058577	0.880753138075	0.956066945607	0.981171548117	0.985355648536
d.205	1	0.0	0.0	0.0	0.0	0.0
b.149	1	1.0	1.0	1.0	1.0	1.0
d.55	4	0.25	0.75	1.0	1.0	1.0
d.54	27	0.481481481481	0.851851851852	0.925925925926	0.925925925926	1.0
d.57	1	0.0	0.0	0.0	0.0	0.0
d.56	7	0.285714285714	0.857142857143	1.0	1.0	1.0
d.51	31	0.161290322581	0.387096774194	0.548387096774	0.612903225806	0.709677419355
d.50	33	0.151515151515	0.606060606061	0.757575757576	0.787878787879	0.848484848485
a.255	1	0.0	0.0	0.0	0.0	0.0
d.52	33	0.242424242424	0.606060606061	0.787878787879	0.878787878788	0.909090909091
f.57	1	0.0	0.0	1.0	1.0	1.0
a.188	1	1.0	1.0	1.0	1.0	1.0
a.18	1	0.0	1.0	1.0	1.0	1.0
d.237	1	0.0	0.0	0.0	0.0	0.0
b.139	2	0.0	0.0	0.0	0.5	0.5
a.186	5	0.2	0.6	0.8	0.8	0.8
b.19	15	0.466666666667	0.666666666667	0.733333333333	0.866666666667	0.933333333333
b.18	66	0.30303030303	0.727272727273	0.893939393939	0.924242424242	0.939393939394
b.17	7	0.0	0.0	0.428571428571	0.714285714286	0.714285714286
b.16	4	1.0	1.0	1.0	1.0	1.0
b.15	10	0.5	0.9	0.9	0.9	0.9
b.14	3	0.333333333333	0.666666666667	1.0	1.0	1.0
b.12	11	0.0909090909091	0.545454545455	0.636363636364	0.727272727273	0.818181818182
b.11	26	0.230769230769	0.538461538462	0.807692307692	0.807692307692	0.846153846154
b.140	1	1.0	1.0	1.0	1.0	1.0
b.141	1	1.0	1.0	1.0	1.0	1.0
a.181	1	0.0	1.0	1.0	1.0	1.0
b.143	1	0.0	1.0	1.0	1.0	1.0
a.119	3	0.666666666667	1.0	1.0	1.0	1.0
a.172	2	0.0	0.0	0.0	0.0	0.0
e.70	1	0.0	0.0	1.0	1.0	1.0
a.187	1	0.0	1.0	1.0	1.0	1.0
e.72	1	1.0	1.0	1.0	1.0	1.0
e.73	1	1.0	1.0	1.0	1.0	1.0
e.74	2	0.0	0.0	0.0	0.0	0.0
e.75	1	0.0	0.0	0.0	0.0	0.0
e.76	2	0.0	0.0	0.5	0.5	0.5
b.145	1	0.0	1.0	1.0	1.0	1.0
d.344	5	0.0	0.0	0.0	0.2	0.4
d.345	1	1.0	1.0	1.0	1.0	1.0
d.346	1	1.0	1.0	1.0	1.0	1.0
d.347	2	0.5	0.5	1.0	1.0	1.0
d.340	1	0.0	1.0	1.0	1.0	1.0
b.146	1	1.0	1.0	1.0	1.0	1.0
d.229	2	0.0	0.0	0.0	0.5	1.0
d.228	1	1.0	1.0	1.0	1.0	1.0
d.227	12	0.0833333333333	0.25	0.333333333333	0.416666666667	0.416666666667
d.226	1	0.0	0.0	0.0	0.0	1.0
d.225	2	0.0	0.0	0.0	0.5	0.5
d.224	8	0.0	0.0	0.25	0.25	0.625
d.223	3	0.666666666667	0.666666666667	1.0	1.0	1.0
d.222	3	0.666666666667	1.0	1.0	1.0	1.0
d.221	1	1.0	1.0	1.0	1.0	1.0
d.220	5	0.6	0.6	0.8	0.8	0.8
d.155	2	0.0	0.0	0.0	0.0	0.5
d.154	2	0.5	0.5	1.0	1.0	1.0
d.157	31	0.548387096774	0.806451612903	0.935483870968	0.967741935484	1.0
d.156	3	0.666666666667	0.666666666667	0.666666666667	0.666666666667	0.666666666667
d.151	11	0.272727272727	0.272727272727	0.545454545455	0.545454545455	0.727272727273
d.150	4	1.0	1.0	1.0	1.0	1.0
d.153	61	0.573770491803	0.786885245902	0.868852459016	0.918032786885	0.950819672131
d.152	2	0.5	1.0	1.0	1.0	1.0
d.159	30	0.2	0.6	0.8	0.9	0.9
d.331	1	0.0	0.0	0.0	1.0	1.0
a.256	1	0.0	0.0	0.0	0.0	0.0
a.95	1	0.0	0.0	0.0	0.0	0.0
c.138	1	0.0	1.0	1.0	1.0	1.0
a.222	1	0.0	1.0	1.0	1.0	1.0
f.45	2	0.0	0.0	0.5	1.0	1.0
c.130	1	1.0	1.0	1.0	1.0	1.0
c.131	4	1.0	1.0	1.0	1.0	1.0
c.132	1	1.0	1.0	1.0	1.0	1.0
c.133	2	0.0	0.0	0.0	0.0	0.5
c.134	2	0.5	0.5	0.5	0.5	0.5
c.135	3	0.666666666667	1.0	1.0	1.0	1.0
c.136	2	0.5	0.5	1.0	1.0	1.0
d.120	15	0.666666666667	0.866666666667	0.866666666667	0.933333333333	0.933333333333
d.121	1	0.0	0.0	0.0	0.0	1.0
d.122	24	0.0833333333333	0.458333333333	0.625	0.708333333333	0.75
d.123	1	0.0	0.0	0.0	1.0	1.0
d.124	8	0.125	0.75	1.0	1.0	1.0
d.125	1	0.0	0.0	0.0	0.0	0.0
d.126	15	0.533333333333	0.8	0.8	0.866666666667	0.933333333333
d.127	9	0.555555555556	0.666666666667	0.777777777778	0.777777777778	0.777777777778
d.128	15	0.4	0.866666666667	0.866666666667	0.866666666667	1.0
d.129	71	0.464788732394	0.845070422535	0.929577464789	0.943661971831	0.985915492958
a.251	1	0.0	0.0	0.0	0.0	0.0
a.227	1	1.0	1.0	1.0	1.0	1.0
a.250	4	0.75	1.0	1.0	1.0	1.0
a.224	1	0.0	0.0	0.0	1.0	1.0
d.88	4	0.0	0.0	0.25	0.25	0.25
d.89	7	0.142857142857	0.571428571429	0.857142857143	0.857142857143	1.0
d.86	3	0.0	0.333333333333	1.0	1.0	1.0
d.87	27	0.296296296296	0.481481481481	0.62962962963	0.703703703704	0.777777777778
d.84	1	0.0	1.0	1.0	1.0	1.0
d.85	5	0.8	0.8	0.8	0.8	0.8
d.82	9	0.333333333333	0.666666666667	0.777777777778	0.777777777778	0.777777777778
d.83	3	0.666666666667	1.0	1.0	1.0	1.0
d.80	15	0.6	0.733333333333	0.933333333333	0.933333333333	1.0
d.81	55	0.418181818182	0.745454545455	0.818181818182	0.872727272727	0.890909090909
c.69	122	0.72131147541	0.975409836066	0.983606557377	0.983606557377	0.991803278689
c.68	44	0.568181818182	0.818181818182	0.863636363636	0.977272727273	1.0
